OBJECTID,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Permanent_Identifier,FType,FCode,Shape_Length,Perm_ID,OID_,ComID,TotDASqKM,DivDASqKM
34769,2864303,3/17/2008 0:00,3,1654949,Sacramento River,1.955,1.80E+13,1,120049827,558,55800,0.018964951,2864303,48789,2864303,32070.2166,32070.2166
34770,2852733,3/17/2008 0:00,3,1654949,Sacramento River,5.931,1.80E+13,1,15069186,558,55800,0.059818216,2852733,48790,2852733,32062.2894,32062.2894
34771,2852741,3/17/2008 0:00,3,1654949,Sacramento River,0.534,1.80E+13,1,15069214,558,55800,0.006151639,2852741,48791,2852741,32068.4616,32068.4616
34772,948020838,3/17/2008 0:00,3,1654949,Sacramento River,0.139,1.80E+13,1,120049827,558,55800,0.001498844,948020838,48792,948020838,32196.4236,32196.4236
34773,24688711,3/17/2008 0:00,3,1654949,Sacramento River,3.32,1.80E+13,1,120049357,558,55800,0.035171842,24688711,48793,24688711,30240.1179,30022.5879
34774,24688707,3/17/2008 0:00,3,1654949,Sacramento River,3.337,1.80E+13,1,120049357,558,55800,0.036634335,24688707,48794,24688707,30242.0196,30024.4896
34775,24688709,3/17/2008 0:00,3,1654949,Sacramento River,5.133,1.80E+13,1,120049357,558,55800,0.053665112,24688709,48795,24688709,30241.2465,30023.7165
34776,24688713,3/17/2008 0:00,3,1654949,Sacramento River,0.05,1.80E+13,1,120049357,558,55800,0.000553212,24688713,48796,24688713,30237.8085,30020.2785
34785,2850031,3/17/2008 0:00,3,232494,Sand Creek,0.878,1.80E+13,1,8308030,558,55800,0.009980047,2850031,48808,2850031,32.5521,32.5521
34786,2850075,3/17/2008 0:00,3, , ,0.195,1.80E+13,1,8308030,558,55800,0.001910327,2850075,48809,2850075,1.8027,1.8027
34787,2850077,3/17/2008 0:00,3, , ,0.146,1.80E+13,1,8308030,558,55800,0.001321897,2850077,48810,2850077,0.5094,0.5094
34788,2850079,3/17/2008 0:00,3, , ,0.244,1.80E+13,1,8308030,558,55800,0.002721228,2850079,48811,2850079,2.4957,2.4957
34789,2850081,3/17/2008 0:00,3, , ,0.199,1.80E+13,1,8308030,558,55800,0.002185575,2850081,48812,2850081,0.612,0.612
34790,2850083,3/17/2008 0:00,3,232494,Sand Creek,0.331,1.80E+13,1,8308030,558,55800,0.003857815,2850083,48813,2850083,49.1256,49.1256
34791,2850085,3/17/2008 0:00,3, , ,0.512,1.80E+13,1,8308030,558,55800,0.005202166,2850085,48814,2850085,49.1967,0.1773
34792,2850087,3/17/2008 0:00,3,232494,Sand Creek,0.417,1.80E+13,1,8308030,558,55800,0.004727762,2850087,48815,2850087,38.3409,38.3409
34793,2850089,3/17/2008 0:00,3,232494,Sand Creek,5.221,1.80E+13,1,8308030,558,55800,0.057724199,2850089,48816,2850089,49.0194,49.0194
34794,2850091,3/17/2008 0:00,3,232494,Sand Creek,0.956,1.80E+13,1,8308030,558,55800,0.009825381,2850091,48817,2850091,35.7291,35.7291
34795,2850093,3/17/2008 0:00,3,232494,Sand Creek,0.398,1.80E+13,1,8308030,558,55800,0.004427584,2850093,48818,2850093,34.5744,34.5744
34827,948020607,12/1/2010 0:00,3, , ,0.026,1.80E+13,1,20192092,558,55800,0.000237945,948020607,48830,948020607,27.4923,27.4923
34833,948020834,7/17/1999 0:00,3, , ,0.029,1.80E+13,1,120049827,558,55800,0.000305879,948020834,48836,948020834,118.9494,118.9494
34844,7972759,3/17/2008 0:00,3, , ,0.032,1.80E+13,1,15069184,558,55800,0.000295533,7972759,866,7972759,0,0
34846,7972761,3/17/2008 0:00,3, , ,0.082,1.80E+13,1,15069184,558,55800,0.000929507,7972761,868,7972761,32083.7634,7.4421
34851,7972731,3/17/2008 0:00,3, , ,0.354,1.80E+13,1,15069204,558,55800,0.003329568,7972731,874,7972731,32184.0684,107.7471
34853,7972729,3/17/2008 0:00,3, , ,0.035,1.80E+13,1,15069204,558,55800,0.000360416,7972729,876,7972729,32183.397,107.0757
34854,7972727,3/17/2008 0:00,3, , ,0.133,1.80E+13,1,15069204,558,55800,0.001261459,7972727,877,7972727,32184.1917,107.8704
34860,7972737,3/17/2008 0:00,3, , ,0.127,1.80E+13,1,15069200,558,55800,0.001220104,7972737,883,7972737,32176.7388,100.4175
34861,7972741,3/17/2008 0:00,3, , ,0.107,1.80E+13,1,15069196,558,55800,0.00105125,7972741,884,7972741,32176.5723,100.251
34862,7972745,3/17/2008 0:00,3, , ,4.341,1.80E+13,1,15069184,558,55800,0.04617272,7972745,885,7972745,32171.0076,94.6863
34863,7972739,3/17/2008 0:00,3, , ,0.068,1.80E+13,1,15069196,558,55800,0.000648057,7972739,886,7972739,32176.3572,100.0359
34864,7978065,3/17/2008 0:00,3, , ,0.044,1.80E+13,1,15069200,558,55800,0.000443254,7978065,887,7978065,32177.3679,101.0466
34865,7972733,3/17/2008 0:00,3, , ,0.198,1.80E+13,1,15069200,558,55800,0.001876762,7972733,888,7972733,32177.3085,100.9872
34867,7975815,3/17/2008 0:00,3, , ,5.375,1.80E+13,1,120048732,558,55800,0.056653194,7975815,903,7975815,32260.9257,184.6044
34868,7975807,3/17/2008 0:00,3, , ,3.371,1.80E+13,1,20192080,558,55800,0.0322743,7975807,904,7975807,32271.9966,195.6753
34870,7975813,3/17/2008 0:00,3, , ,0.083,1.80E+13,1,20192080,558,55800,0.000849839,7975813,907,7975813,32274.1332,197.8119
34880,7975789,3/17/2008 0:00,3, , ,0.092,1.80E+13,1,120049838,558,55800,0.001019796,7975789,914,7975789,2.268,2.268
34892,7975803,3/17/2008 0:00,3, , ,1.735,1.80E+13,1,20192086,558,55800,0.01682972,7975803,1303,7975803,8.3889,8.3889
34894,7975801,3/17/2008 0:00,3, , ,7.711,1.80E+13,1,20192088,558,55800,0.070424445,7975801,1305,7975801,244.8342,244.8342
34895,7975805,3/17/2008 0:00,3, , ,0.68,1.80E+13,1,20192080,558,55800,0.006089344,7975805,1306,7975805,0.5175,0.5175
34897,7975797,3/17/2008 0:00,3,232084,Sacramento Slough,0.048,1.80E+13,1,120049838,558,55800,0.000502496,7975797,1369,7975797,257.796,257.796
34901,7975811,3/17/2008 0:00,3, , ,2.102,1.80E+13,1,20192080,558,55800,0.018891129,7975811,1371,7975811,2.1231,2.1231
34905,7972723,3/17/2008 0:00,3, , ,2.929,1.80E+13,1,120048732,558,55800,0.026993663,7972723,1373,7972723,32247.5193,171.198
34906,7975821,3/17/2008 0:00,3, , ,1.719,1.80E+13,1,120048732,558,55800,0.016616487,7975821,1374,7975821,32249.0547,172.7334
34907,7972743,3/17/2008 0:00,3, , ,0.071,1.80E+13,1,15069200,558,55800,0.00076663,7972743,1378,7972743,32177.5353,101.214
34908,7972725,3/17/2008 0:00,3, , ,0.243,1.80E+13,1,15069204,558,55800,0.00233377,7972725,1379,7972725,32182.9812,106.6599
34922,15024941,3/18/2008 0:00,3, , ,2.797,1.80E+13,1,120049838,558,55800,0.030596766,15024941,3551,15024941,5083.4592,5083.4592
34923,15024957,3/18/2008 0:00,3, , ,0.101,1.80E+13,1,120049838,558,55800,0.001158577,15024957,3552,15024957,5076.0441,5076.0441
34924,15024955,3/18/2008 0:00,3, , ,0.038,1.80E+13,1,120049838,558,55800,0.000443111,15024955,3553,15024955,5076.0585,5076.0585
34925,948021144,3/18/2008 0:00,3, , ,3.747,1.80E+13,1,120049838,558,55800,0.037048724,948021144,3554,948021144,5038.5969,5038.5969
34926,948021145,3/18/2008 0:00,3, , ,1.208,1.80E+13,1,120049838,558,55800,0.013646897,948021145,3555,948021145,5035.6575,2.0376
34928,15025011,3/18/2008 0:00,3, , ,3.176,1.80E+13,1,120049838,558,55800,0.032248218,15025011,3557,15025011,4986.0432,4986.0432
34929,15025015,3/18/2008 0:00,3, , ,3.3,1.80E+13,1,120049838,558,55800,0.03353879,15025015,3558,15025015,4977.8118,4977.8118
34930,948021149,3/18/2008 0:00,3, , ,1.362,1.80E+13,1,120049838,558,55800,0.015101051,948021149,3559,948021149,4941.8325,4941.8325
34931,948021150,3/18/2008 0:00,3, , ,2.295,1.80E+13,1,120049838,558,55800,0.025767757,948021150,3560,948021150,4928.9751,4928.9751
34932,948021151,3/18/2008 0:00,3, , ,0.959,1.80E+13,1,120049838,558,55800,0.010669774,948021151,3561,948021151,4932.7542,4932.7542
34951,15024949,3/18/2008 0:00,3, , ,0.065,1.80E+13,1,120049838,558,55800,0.000594135,15024949,3580,15024949,5328.1854,502.8129
34998,15024965,3/18/2008 0:00,3,233663,Chicken Ranch Slough,0.032,1.80E+13,1,120049838,558,55800,0.000289761,15024965,3627,15024965,37.4184,37.4184
35027,15025021,3/18/2008 0:00,3, , ,0.03,1.80E+13,1,120049838,558,55800,0.000302038,15025021,3631,15025021,31.7961,31.7961
35045,15024961,3/18/2008 0:00,3, , ,0.036,1.80E+13,1,120049838,558,55800,0.000323922,15024961,3636,15024961,0,0
35047,15024963,3/18/2008 0:00,3, , ,0.034,1.80E+13,1,120049838,558,55800,0.000306249,15024963,3637,15024963,0,0
35049,15025069,3/18/2008 0:00,3, , ,0.144,1.80E+13,1,120049838,558,55800,0.001297239,15025069,3639,15025069,5587.0659,0
35050,15024933,3/18/2008 0:00,3, , ,0.089,1.80E+13,1,120049838,558,55800,0.001026523,15024933,3640,15024933,5587.1208,0.0549
35052,15024943,3/18/2008 0:00,3, , ,0.061,1.80E+13,1,120049838,558,55800,0.00055782,15024943,3642,15024943,5586.2964,5586.2964
35053,15024951,3/18/2008 0:00,3, , ,0.077,1.80E+13,1,120049838,558,55800,0.000797763,15024951,3643,15024951,5586.372,5586.372
35182,15025049,3/18/2008 0:00,3, , ,0.029,1.80E+13,1,20192120,558,55800,0.000329409,15025049,3770,15025049,6.1731,6.1731
35201,15025013,3/18/2008 0:00,3, , ,0.031,1.80E+13,1,120049838,558,55800,0.000315671,15025013,3789,15025013,8.2782,8.2782
35206,15025017,3/18/2008 0:00,3, , ,0.033,1.80E+13,1,120049838,558,55800,0.000375413,15025017,3794,15025017,4.6026,4.6026
35271,15025063,3/18/2008 0:00,3, , ,0.113,1.80E+13,1,120049838,558,55800,0.001176139,15025063,3842,15025063,0.0036,0.0036
35274,15024995,3/18/2008 0:00,3, , ,0.032,1.80E+13,1,120049838,558,55800,0.00030303,15024995,3843,15024995,0.0594,0.0594
35280,15024921,3/18/2008 0:00,3, , ,0.389,1.80E+13,1,120049838,558,55800,0.003982826,15024921,3849,15024921,0.189,0.189
35281,15024923,3/18/2008 0:00,3, , ,0.409,1.80E+13,1,120049838,558,55800,0.004602155,15024923,3850,15024923,0.1656,0.1656
35282,15024927,3/18/2008 0:00,3, , ,0.025,1.80E+13,1,120049838,558,55800,0.000289989,15024927,3851,15024927,0.1737,0.1737
35283,15024925,3/18/2008 0:00,3, , ,0.18,1.80E+13,1,120049838,558,55800,0.001611614,15024925,3852,15024925,0.3816,0.3816
35284,15024929,3/18/2008 0:00,3, , ,0.047,1.80E+13,1,120049838,558,55800,0.000415401,15024929,3853,15024929,0.3879,0.3879
35286,15024967,3/18/2008 0:00,3, , ,0.384,1.80E+13,1,120049838,558,55800,0.004236998,15024967,3854,15024967,5033.6199,5033.6199
35287,15024969,3/18/2008 0:00,3, , ,2.597,1.80E+13,1,120049838,558,55800,0.029728847,15024969,3855,15024969,5033.4453,5033.4453
35288,948021146,3/18/2008 0:00,3, , ,1.089,1.80E+13,1,120049838,558,55800,0.012119543,948021146,3856,948021146,5033.8845,5033.8845
35289,15024971,3/18/2008 0:00,3, , ,0.034,1.80E+13,1,120049838,558,55800,0.000317598,15024971,3857,15024971,5033.6199,5033.6199
35290,15024975,3/18/2008 0:00,3, , ,0.041,1.80E+13,1,120049838,558,55800,0.000372324,15024975,3858,15024975,0.0486,0.0486
35291,15024977,3/18/2008 0:00,3, , ,0.226,1.80E+13,1,120049838,558,55800,0.002353701,15024977,3859,15024977,0.0351,0.0351
35292,15024979,3/18/2008 0:00,3, , ,0.038,1.80E+13,1,120049838,558,55800,0.000431323,15024979,3860,15024979,0.0972,0.0972
35293,15024981,3/18/2008 0:00,3, , ,0.362,1.80E+13,1,120049838,558,55800,0.00405168,15024981,3861,15024981,0.0954,0.0954
35294,15024983,3/18/2008 0:00,3, , ,0.132,1.80E+13,1,120049838,558,55800,0.001304579,15024983,3862,15024983,5023.1646,5023.1646
35295,15024985,3/18/2008 0:00,3, , ,0.095,1.80E+13,1,120049838,558,55800,0.000933513,15024985,3863,15024985,5023.1763,5023.1763
35296,15024987,3/18/2008 0:00,3, , ,0.049,1.80E+13,1,120049838,558,55800,0.000510948,15024987,3864,15024987,5022.5085,5022.5085
35297,15024989,3/18/2008 0:00,3, , ,0.758,1.80E+13,1,120049838,558,55800,0.008260891,15024989,3865,15024989,5023.0584,5023.0584
35298,15024991,3/18/2008 0:00,3, , ,0.893,1.80E+13,1,120049838,558,55800,0.009897238,15024991,3866,15024991,5025.1563,2.6685
35299,15024993,3/18/2008 0:00,3, , ,2.241,1.80E+13,1,120049838,558,55800,0.024724731,15024993,3867,15024993,5022.4878,5022.4878
35300,15024997,3/18/2008 0:00,3, , ,2.862,1.80E+13,1,120049838,558,55800,0.027095446,15024997,3868,15024997,5018.6457,5018.6457
35301,15024999,3/18/2008 0:00,3, , ,0.296,1.80E+13,1,120049838,558,55800,0.003254786,15024999,3869,15024999,0.8091,0.8091
35302,15025001,3/18/2008 0:00,3, , ,0.057,1.80E+13,1,120049838,558,55800,0.000599866,15025001,3870,15025001,0.8253,0.8253
35303,15025005,3/18/2008 0:00,3, , ,0.128,1.80E+13,1,120049838,558,55800,0.001215273,15025005,3871,15025005,0.7452,0.7452
35304,15025003,3/18/2008 0:00,3, , ,0.359,1.80E+13,1,120049838,558,55800,0.00377113,15025003,3872,15025003,0.7209,0.7209
35305,15025007,3/18/2008 0:00,3, , ,0.854,1.80E+13,1,120049838,558,55800,0.009791804,15025007,3873,15025007,4997.6298,4997.6298
35306,15025009,3/18/2008 0:00,3, , ,1.526,1.80E+13,1,120049838,558,55800,0.015842817,15025009,3874,15025009,4996.3653,4996.3653
35310,15024935,3/18/2008 0:00,3, , ,0.854,1.80E+13,1,120049838,558,55800,0.009304763,15024935,3877,15024935,5587.3575,5587.3575
35311,15024937,3/18/2008 0:00,3, , ,0.337,1.80E+13,1,120049838,558,55800,0.003271818,15024937,3878,15024937,5587.1091,5587.1091
35312,15024939,3/18/2008 0:00,3, , ,2.284,1.80E+13,1,120049838,558,55800,0.024893658,15024939,3879,15024939,5587.0659,5587.0659
35313,15024945,3/18/2008 0:00,3, , ,0.207,1.80E+13,1,120049838,558,55800,0.00239811,15024945,3880,15024945,5586.3045,0.0135
35314,15024947,3/18/2008 0:00,3, , ,0.067,1.80E+13,1,120049838,558,55800,0.00075077,15024947,3881,15024947,5586.291,5586.291
35315,15024889,3/18/2008 0:00,3, , ,0.098,1.80E+13,1,120049838,558,55800,0.000953816,15024889,3882,15024889,5588.2071,5588.2071
35316,15024919,3/18/2008 0:00,3, , ,2.027,1.80E+13,1,120049838,558,55800,0.022742886,15024919,3883,15024919,5588.2026,5588.2026
35329,15025045,3/18/2008 0:00,3, , ,0.544,1.80E+13,1,20192136,558,55800,0.004889174,15025045,3897,15025045,67.7952,67.7952
35330,15025043,3/18/2008 0:00,3, , ,0.332,1.80E+13,1,20192120,558,55800,0.002979805,15025043,3898,15025043,64.1439,64.1439
35332,15025051,3/18/2008 0:00,3, , ,0.068,1.80E+13,1,20192120,558,55800,0.000627726,15025051,3900,15025051,57.8925,57.8925
35352,948020534,12/1/2010 0:00,3, , ,0.081,1.80E+13,1,120049838,558,55800,0.000839989,948020534,3915,948020534,3.0186,3.0186
35353,948020536,12/1/2010 0:00,3, , ,0.077,1.80E+13,1,120049838,558,55800,0.000692259,948020536,3916,948020536,4.8555,4.8555
35354,948021148,3/18/2008 0:00,3, , ,0.105,1.80E+13,1,120049838,558,55800,0.001197831,948021148,3917,948021148,5033.9331,5033.9331
35359,7993325,3/18/2008 0:00,3,267782,Stony Creek,0.4,1.80E+13,1,12070364,558,55800,0.004638652,7993325,5138,7993325,1601.9064,1601.9064
35361,7993061,3/18/2008 0:00,3,267782,Stony Creek,0.734,1.80E+13,1,12070364,558,55800,0.0077926,7993061,5140,7993061,1605.2895,1605.2895
35362,7993329,3/18/2008 0:00,3,267782,Stony Creek,0.135,1.80E+13,1,12070364,558,55800,0.001255587,7993329,5141,7993329,1597.0284,1597.0284
35363,7993091,3/18/2008 0:00,3,267782,Stony Creek,0.616,1.80E+13,1,12070364,558,55800,0.007068373,7993091,5142,7993091,1585.7622,1585.7622
35364,7993089,3/18/2008 0:00,3,267782,Stony Creek,0.028,1.80E+13,1,12070364,558,55800,0.000324185,7993089,5143,7993089,1582.9092,1582.9092
35365,7993339,3/18/2008 0:00,3,267782,Stony Creek,0.812,1.80E+13,1,12070364,558,55800,0.007835371,7993339,5144,7993339,1578.1671,1578.1671
35366,7993103,3/18/2008 0:00,3,267782,Stony Creek,0.152,1.80E+13,1,12070364,558,55800,0.001409891,7993103,5145,7993103,1575.5778,1575.5778
35367,7993121,3/18/2008 0:00,3,267782,Stony Creek,1.916,1.80E+13,1,12070364,558,55800,0.018912312,7993121,5146,7993121,1573.9605,1573.9605
35368,7993119,3/18/2008 0:00,3,267782,Stony Creek,1.582,1.80E+13,1,12070364,558,55800,0.017902506,7993119,5147,7993119,1554.6555,1554.6555
35369,7993111,3/18/2008 0:00,3,266780,Grindstone Creek,1.087,1.80E+13,1,12070364,558,55800,0.01216454,7993111,5148,7993111,403.6356,403.6356
35371,7993105,3/18/2008 0:00,3,266780,Grindstone Creek,2.122,1.80E+13,1,12070364,558,55800,0.024241411,7993105,5150,7993105,390.2958,390.2958
35419,7993143,3/18/2008 0:00,3,267782,Stony Creek,0.233,1.80E+13,1,12070364,558,55800,0.002123729,7993143,5198,7993143,1088.2989,1088.2989
35420,7993155,3/18/2008 0:00,3,267782,Stony Creek,1.28,1.80E+13,1,12070364,558,55800,0.011932717,7993155,5199,7993155,1084.1319,1084.1319
35421,7993159,3/18/2008 0:00,3,267782,Stony Creek,1.154,1.80E+13,1,12070364,558,55800,0.010986049,7993159,5200,7993159,1080.4203,1080.4203
35422,7993351,3/18/2008 0:00,3,267782,Stony Creek,0.705,1.80E+13,1,12070364,558,55800,0.006405936,7993351,5201,7993351,1086.2523,1086.2523
35423,7993315,3/18/2008 0:00,3,267782,Stony Creek,0.558,1.80E+13,1,12070364,558,55800,0.005271627,7993315,5202,7993315,1087.0785,1087.0785
35425,7993161,3/18/2008 0:00,3,234613,Salt Creek,0.049,1.80E+13,1,12070364,558,55800,0.000569267,7993161,5204,7993161,54.6912,54.6912
35437,7993357,3/18/2008 0:00,3,267782,Stony Creek,0.608,1.80E+13,1,12070364,558,55800,0.006613529,7993357,5216,7993357,1015.6527,1015.6527
35438,7993163,3/18/2008 0:00,3,267782,Stony Creek,0.285,1.80E+13,1,12070364,558,55800,0.002569821,7993163,5217,7993163,1024.9839,1024.9839
35439,7993183,3/18/2008 0:00,3,267782,Stony Creek,0.213,1.80E+13,1,12070364,558,55800,0.001896986,7993183,5218,7993183,1020.6702,1020.6702
35440,7993187,3/18/2008 0:00,3,267782,Stony Creek,0.668,1.80E+13,1,12070364,558,55800,0.006839,7993187,5219,7993187,1018.5318,1018.5318
35441,7993177,3/18/2008 0:00,3,267782,Stony Creek,0.787,1.80E+13,1,12070364,558,55800,0.007861381,7993177,5220,7993177,1021.4361,1021.4361
35442,7993169,3/18/2008 0:00,3,267782,Stony Creek,0.371,1.80E+13,1,12070364,558,55800,0.00356784,7993169,5221,7993169,1023.2532,1023.2532
35443,7993165,3/18/2008 0:00,3,267782,Stony Creek,0.287,1.80E+13,1,12070364,558,55800,0.002760683,7993165,5222,7993165,1024.2207,1024.2207
35444,7993361,3/18/2008 0:00,3,267782,Stony Creek,0.942,1.80E+13,1,12070364,558,55800,0.009255139,7993361,5223,7993361,1005.3765,1005.3765
35445,7993197,3/18/2008 0:00,3,267782,Stony Creek,1.181,1.80E+13,1,12070364,558,55800,0.01098848,7993197,5224,7993197,917.9433,917.9433
35447,7993365,3/18/2008 0:00,3,257464,Briscoe Creek,0.028,1.80E+13,1,12070364,558,55800,0.00031915,7993365,5226,7993365,136.2987,136.2987
35732,7993379,3/18/2008 0:00,3,237346,Watson Creek,0.04,1.80E+13,1,12070364,558,55800,0.000385807,7993379,5511,7993379,41.382,41.382
35766,7993083,3/18/2008 0:00,3, , ,0.047,1.80E+13,1,12070364,558,55800,0.000475255,7993083,5529,7993083,1593.099,2.898
35773,7993079,3/18/2008 0:00,3, , ,0.039,1.80E+13,1,12070364,558,55800,0.000369151,7993079,5536,7993079,1590.201,0
35775,7993095,3/18/2008 0:00,3, , ,0.207,1.80E+13,1,12070364,558,55800,0.002235072,7993095,5538,7993095,2.772,2.772
35781,7993115,3/18/2008 0:00,3, , ,0.818,1.80E+13,1,12070364,558,55800,0.007859945,7993115,5544,7993115,1.584,1.584
35783,7993123,3/18/2008 0:00,3, , ,0.079,1.80E+13,1,12070364,558,55800,0.000813101,7993123,5546,7993123,17.3898,17.3898
35808,7993345,3/18/2008 0:00,3, , ,0.042,1.80E+13,1,12070364,558,55800,0.000379001,7993345,5571,7993345,2.106,2.106
35810,7993145,3/18/2008 0:00,3, , ,0.18,1.80E+13,1,12070364,558,55800,0.001741648,7993145,5573,7993145,1.1466,1.1466
35812,7993157,3/18/2008 0:00,3, , ,0.019,1.80E+13,1,12070364,558,55800,0.000215452,7993157,5575,7993157,0.9513,0.9513
35814,7993355,3/18/2008 0:00,3, , ,0.032,1.80E+13,1,12070364,558,55800,0.000365529,7993355,5577,7993355,0.6525,0.6525
35816,7993167,3/18/2008 0:00,3, , ,0.038,1.80E+13,1,12070364,558,55800,0.000386041,7993167,5579,7993167,0.8361,0.8361
35818,7993179,3/18/2008 0:00,3, , ,0.027,1.80E+13,1,12070364,558,55800,0.000311871,7993179,5581,7993179,0.5049,0.5049
35820,7993185,3/18/2008 0:00,3, , ,0.043,1.80E+13,1,12070364,558,55800,0.000476893,7993185,5583,7993185,1.9557,1.9557
35822,7993191,3/18/2008 0:00,3, , ,0.039,1.80E+13,1,12070364,558,55800,0.000348568,7993191,5585,7993191,2.0331,2.0331
36489,7993363,3/18/2008 0:00,3,259845,Elk Creek,0.048,1.80E+13,1,12070364,558,55800,0.000511101,7993363,6252,7993363,86.9094,86.9094
36542,7993359,3/18/2008 0:00,3, , ,0.032,1.80E+13,1,12070364,558,55800,0.000349049,7993359,6305,7993359,9.4725,9.4725
36557,7993171,3/18/2008 0:00,3, , ,0.028,1.80E+13,1,12070364,558,55800,0.000302704,7993171,6320,7993171,1.548,1.548
36577,7993353,3/18/2008 0:00,3, , ,0.029,1.80E+13,1,12070364,558,55800,0.000333252,7993353,6340,7993353,1.8855,1.8855
36580,7993317,3/18/2008 0:00,3, , ,0.036,1.80E+13,1,12070364,558,55800,0.000412476,7993317,6343,7993317,0.5967,0.5967
36583,7993319,3/18/2008 0:00,3, , ,0.045,1.80E+13,1,12070364,558,55800,0.000529474,7993319,6346,7993319,9.7191,9.7191
36598,7993107,3/18/2008 0:00,3, , ,0.048,1.80E+13,1,12070364,558,55800,0.000514489,7993107,6361,7993107,12.8907,12.8907
36843,7993349,3/18/2008 0:00,3, , ,0.034,1.80E+13,1,12070364,558,55800,0.000300632,7993349,6606,7993349,0.0054,0.0054
36845,7993109,3/18/2008 0:00,3, , ,0.056,1.80E+13,1,12070364,558,55800,0.00053597,7993109,6608,7993109,0.4644,0.4644
36847,7993341,3/18/2008 0:00,3, , ,0.042,1.80E+13,1,12070364,558,55800,0.000487003,7993341,6610,7993341,2.0259,2.0259
36849,7993085,3/18/2008 0:00,3, , ,0.063,1.80E+13,1,12070364,558,55800,0.000698017,7993085,6612,7993085,4.7394,4.7394
36862,7993087,3/18/2008 0:00,3, , ,0.055,1.80E+13,1,12070364,558,55800,0.000571537,7993087,6625,7993087,2.0538,2.0538
36865,7993335,3/18/2008 0:00,3, , ,0.04,1.80E+13,1,12070364,558,55800,0.000437841,7993335,6628,7993335,1.2357,1.2357
36868,7993069,3/18/2008 0:00,3, , ,0.042,1.80E+13,1,12070364,558,55800,0.000465532,7993069,6631,7993069,1.1421,0.0243
36873,7993059,3/18/2008 0:00,3, , ,0.055,1.80E+13,1,12070364,558,55800,0.000631405,7993059,6636,7993059,4.4127,4.4127
36879,7993327,3/18/2008 0:00,3, , ,0.046,1.80E+13,1,12070364,558,55800,0.000441374,7993327,6642,7993327,2.4183,2.4183
36881,7993053,3/18/2008 0:00,3, , ,0.047,1.80E+13,1,12070364,558,55800,0.000527572,7993053,6644,7993053,1.4742,1.4742
37178,7993331,3/18/2008 0:00,3, , ,0.037,1.80E+13,1,12070364,558,55800,0.000425396,7993331,6941,7993331,1.161,1.161
37192,7993067,3/18/2008 0:00,3,267782,Stony Creek,0.487,1.80E+13,1,12070364,558,55800,0.005270687,7993067,6955,7993067,1596.96,1595.8422
37193,7993337,3/18/2008 0:00,3,267782,Stony Creek,0.273,1.80E+13,1,12070364,558,55800,0.002956941,7993337,6956,7993337,1590.201,1590.201
37194,7993093,3/18/2008 0:00,3,267782,Stony Creek,0.667,1.80E+13,1,12070364,558,55800,0.007381755,7993093,6957,7993093,1588.86,1588.86
37195,7993343,3/18/2008 0:00,3,267782,Stony Creek,0.924,1.80E+13,1,12070364,558,55800,0.010041705,7993343,6958,7993343,1549.4787,1549.4787
37196,7993127,3/18/2008 0:00,3,267782,Stony Creek,0.916,1.80E+13,1,12070364,558,55800,0.010573521,7993127,6959,7993127,1546.5762,1546.5762
37206,7993077,3/18/2008 0:00,3,267782,Stony Creek,1.291,1.80E+13,1,12070364,558,55800,0.012754076,7993077,6968,7993077,1595.3652,1595.3652
37207,7993081,3/18/2008 0:00,3,267782,Stony Creek,0.699,1.80E+13,1,12070364,558,55800,0.007996156,7993081,6969,7993081,1590.8499,1590.8499
37208,7999501,3/18/2008 0:00,3,266780,Grindstone Creek,0.065,1.80E+13,1,12070364,558,55800,0.000720687,7999501,6970,7999501,447.1587,447.1587
37209,7993377,3/18/2008 0:00,3,266780,Grindstone Creek,0.157,1.80E+13,1,12070364,558,55800,0.001828009,7993377,6971,7993377,445.086,445.086
37210,7993347,3/18/2008 0:00,3,266780,Grindstone Creek,0.097,1.80E+13,1,12070364,558,55800,0.00108423,7993347,6972,7993347,445.1166,445.1166
37211,7993125,3/18/2008 0:00,3,266780,Grindstone Creek,1.003,1.80E+13,1,12070364,558,55800,0.009436278,7993125,6973,7993125,447.1515,447.1515
37213,7993139,3/18/2008 0:00,3,267782,Stony Creek,0.702,1.80E+13,1,12070364,558,55800,0.006525795,7993139,6975,7993139,1098.5616,1098.5616
37224,7993117,3/18/2008 0:00,3, , ,0.045,1.80E+13,1,12070364,558,55800,0.000500736,7993117,6986,7993117,3.0321,3.0321
37313,12074740,3/17/2008 0:00,3,267782,Stony Creek,1.585,1.80E+13,1,12070368,558,55800,0.016214071,12074740,45085,12074740,2003.4684,2003.4684
37314,12074744,3/17/2008 0:00,3,267782,Stony Creek,0.031,1.80E+13,1,12074066,558,55800,0.000360019,12074744,45086,12074744,2003.4693,2003.4693
37327,12074890,3/17/2008 0:00,3,267782,Stony Creek,0.06,1.80E+13,1,12074068,558,55800,0.000604517,12074890,45103,12074890,1941.2532,1941.2532
37328,12074916,3/17/2008 0:00,3,267782,Stony Creek,0.829,1.80E+13,1,12070290,558,55800,0.009239093,12074916,45104,12074916,1933.3071,1933.3071
37329,12074608,3/17/2008 0:00,3,267782,Stony Creek,0.412,1.80E+13,1,12070290,558,55800,0.004545079,12074608,45105,12074608,1934.1495,1934.1495
