OBJECTID,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Permanent_Identifier,FType,FCode,Shape_Length,Perm_ID,OID_,ComID,TotDASqKM,DivDASqKM
64887,15048191,4/25/2008 0:00,3, , ,0.354,1.80E+13,1,120049838,558,55800,0.003277962,15048191,3289,15048191,5.8707,5.8707
64892,15039105,4/25/2008 0:00,3, , ,8.282,1.80E+13,1,120048733,558,55800,0.079210373,15039105,3290,15039105,45.4608,45.4608
64893,15048075,4/25/2008 0:00,3, , ,3.529,1.80E+13,1,120048733,558,55800,0.03169766,15048075,3291,15048075,7.8975,7.8975
64895,15048165,4/25/2008 0:00,3, , ,3.955,1.80E+13,1,120048733,558,55800,0.035779466,15048165,3292,15048165,3.2733,3.2733
64898,15048093,4/25/2008 0:00,3, , ,3.981,1.80E+13,1,120048733,558,55800,0.036873027,15048093,3293,15048093,4.7862,4.7862
64899,15048105,4/25/2008 0:00,3, , ,3.974,1.80E+13,1,120048733,558,55800,0.036753702,15048105,3294,15048105,1.5597,1.5597
64901,15048141,4/25/2008 0:00,3, , ,3.973,1.80E+13,1,120048733,558,55800,0.035860235,15048141,3295,15048141,1.8657,1.8657
64902,15048189,4/25/2008 0:00,3, , ,3.602,1.80E+13,1,120048733,558,55800,0.032747541,15048189,3296,15048189,5.8014,5.8014
64912,948020592,12/1/2010 0:00,3, , ,0.503,1.80E+13,1,120049838,558,55800,0.004981635,948020592,3306,948020592,6.0642,6.0642
64922,948021226,12/1/2010 0:00,3, , ,0.184,1.80E+13,1,120049838,558,55800,0.002123705,948021226,3339,948021226,62.1558,62.1558
69066,14948272,3/19/2008 0:00,3, , ,0.304,1.80E+13,1,17658781,558,55800,0.002797253,14948272,57424,14948272,13.9644,13.9644
69067,14948278,3/19/2008 0:00,3, , ,0.125,1.80E+13,1,17658781,558,55800,0.001209608,14948278,57425,14948278,5.0346,5.0346
69068,14948280,3/19/2008 0:00,3, , ,0.116,1.80E+13,1,17658781,558,55800,0.001045742,14948280,57426,14948280,4.5846,4.5846
69069,14948276,3/19/2008 0:00,3, , ,0.308,1.80E+13,1,17658781,558,55800,0.002889459,14948276,57427,14948276,10.4418,10.4418
69070,14948274,3/19/2008 0:00,3, , ,0.071,1.80E+13,1,17658781,558,55800,0.000785709,14948274,57428,14948274,3.3039,3.3039
69081,17172880,3/19/2008 0:00,3,255515,Kern River,0.261,1.80E+13,1,17658523,558,55800,0.002727232,17172880,62637,17172880,5870.0016,5870.0016
69082,17172874,3/19/2008 0:00,3,255515,Kern River,0.203,1.80E+13,1,17658523,558,55800,0.002224266,17172874,62638,17172874,5869.8774,5869.8774
69083,17172924,3/19/2008 0:00,3,255515,Kern River,4.321,1.80E+13,1,17658523,558,55800,0.045407482,17172924,62639,17172924,5875.5222,5875.5222
69084,17172858,3/19/2008 0:00,3,255515,Kern River,2.138,1.80E+13,1,17658523,558,55800,0.022944684,17172858,62640,17172858,5865.7185,5865.7185
69085,17172868,3/19/2008 0:00,3,255515,Kern River,0.407,1.80E+13,1,17658523,558,55800,0.004420709,17172868,62641,17172868,5869.0548,5869.0548
69086,17172862,3/19/2008 0:00,3,255515,Kern River,1.834,1.80E+13,1,17658523,558,55800,0.019732324,17172862,62642,17172862,5867.4114,5867.4114
69087,17172876,3/19/2008 0:00,3,255515,Kern River,1.395,1.80E+13,1,17658523,558,55800,0.014973142,17172876,62643,17172876,5868.891,5868.891
69088,17172860,3/19/2008 0:00,3,255515,Kern River,0.089,1.80E+13,1,17658523,558,55800,0.000899273,17172860,62644,17172860,5865.7806,5865.7806
69089,17172872,3/19/2008 0:00,3,255515,Kern River,0.766,1.80E+13,1,17658523,558,55800,0.008224299,17172872,62645,17172872,5869.458,5869.458
69090,17172894,3/19/2008 0:00,3,255515,Kern River,0.104,1.80E+13,1,17658523,558,55800,0.00105226,17172894,62646,17172894,5860.6128,5860.6128
69095,17172852,3/19/2008 0:00,3,255515,Kern River,0.216,1.80E+13,1,120049431,558,55800,0.00231129,17172852,62651,17172852,5851.5669,5851.5669
69098,17172856,3/19/2008 0:00,3,255515,Kern River,4.241,1.80E+13,1,17657077,558,55800,0.04234814,17172856,62654,17172856,5854.6512,5854.6512
69099,17172850,3/19/2008 0:00,3,255515,Kern River,1.5,1.80E+13,1,120049431,558,55800,0.01555221,17172850,62655,17172850,5850.8649,5850.8649
69100,17174998,3/19/2008 0:00,3,255515,Kern River,0.482,1.80E+13,1,120049431,558,55800,0.005300075,17174998,62656,17174998,5849.1333,5849.1333
69101,17172846,3/19/2008 0:00,3,255515,Kern River,1.108,1.80E+13,1,120049431,558,55800,0.011670978,17172846,62657,17172846,5849.7318,5849.7318
69146,17172896,3/19/2008 0:00,3, , ,0.055,1.80E+13,1,17658523,558,55800,0.000608707,17172896,63134,17172896,5859.6048,0.1521
69883,17172848,5/29/2008 0:00,3, , ,0.076,1.80E+13,1,120049431,558,55800,0.000753771,17172848,64025,17172848,5849.7318,0
69884,17172854,5/29/2008 0:00,3, , ,0.208,1.80E+13,1,120049431,558,55800,0.002300841,17172854,64026,17172854,5850.3609,0.6291
69891,17172864,5/29/2008 0:00,3, , ,0.055,1.80E+13,1,17658523,558,55800,0.000494368,17172864,64033,17172864,5865.7806,0
69892,17172866,5/29/2008 0:00,3, , ,0.025,1.80E+13,1,17658523,558,55800,0.000258889,17172866,64034,17172866,5866.5015,0.7209
69894,17172884,5/29/2008 0:00,3, , ,0.411,1.80E+13,1,17658523,558,55800,0.004511961,17172884,64036,17172884,5869.422,0.3672
69895,17172870,5/29/2008 0:00,3, , ,0.068,1.80E+13,1,17658523,558,55800,0.00064412,17172870,64037,17172870,5869.0548,0
69897,17172882,5/29/2008 0:00,3, , ,0.037,1.80E+13,1,17658523,558,55800,0.000399554,17172882,64039,17172882,5870.0169,0.1395
69898,17172878,5/29/2008 0:00,3, , ,0.045,1.80E+13,1,17658523,558,55800,0.000436961,17172878,64040,17172878,5869.8774,0
70427,17172926,3/19/2008 0:00,3, , ,2.296,1.80E+13,1,17658523,558,55800,0.023129457,17172926,65367,17172926,5885.1684,9.6462
70428,17172886,3/19/2008 0:00,3,255515,Kern River,1.724,1.80E+13,1,17658523,558,55800,0.018025886,17172886,65368,17172886,5878.2717,5878.2717
70543,17172888,3/19/2008 0:00,3,255515,Kern River,9.653,1.80E+13,1,17658523,558,55800,0.100861022,17172888,65497,17172888,5895.0387,5895.0387
72440,17159348,3/19/2008 0:00,3,255800,Tule River,0.889,1.80E+13,1,17152480,558,55800,0.008213153,17159348,62751,17159348,7529.3739,7529.3739
72441,17159346,3/19/2008 0:00,3,255800,Tule River,4.563,1.80E+13,1,17152478,558,55800,0.051010711,17159346,62752,17159346,7530.1209,7530.1209
74651,948030117,12/1/2010 0:00,3, , ,0.068,1.80E+13,1,-9998,558,55800,0.000700717,948030117,59551,948030117,3.1527,3.1527
75947,17140912,3/19/2008 0:00,3, , ,3.154,1.80E+13,1,19778793,558,55800,0.031988474,17140912,64478,17140912,8244.657,3279.9789
75949,17140984,3/19/2008 0:00,3, , ,0.094,1.80E+13,1,19778793,558,55800,0.000973119,17140984,64480,17140984,8.1558,8.1558
75950,17140904,3/19/2008 0:00,3, , ,0.076,1.80E+13,1,19778793,558,55800,0.000791763,17140904,64481,17140904,12.1653,8.5545
76060,17140906,3/19/2008 0:00,3, , ,1.544,1.80E+13,1,19778793,558,55800,0.014940976,17140906,64857,17140906,8540.1765,3575.4984
76099,17140970,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,2.994,1.80E+13,1,120048726,558,55800,0.0272004,17140970,65173,17140970,0,0
76100,17140974,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,4.768,1.80E+13,1,120048726,558,55800,0.051957735,17140974,65174,17140974,0,0
76102,17140960,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,1.193,1.80E+13,1,120048726,558,55800,0.011943537,17140960,65175,17140960,0,0
76103,17140962,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,3.19,1.80E+13,1,120048726,558,55800,0.03077233,17140962,65176,17140962,0,0
76104,17152228,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,23.656,1.80E+13,1,120048726,558,55800,0.227414319,17152228,65177,17152228,0,0
76105,17140976,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,6.631,1.80E+13,1,120048726,558,55800,0.066639479,17140976,65178,17140976,0,0
76106,17140966,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,3.211,1.80E+13,1,120048726,558,55800,0.031685903,17140966,65179,17140966,0,0
76107,17140968,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,3.124,1.80E+13,1,120048726,558,55800,0.029623055,17140968,65180,17140968,0,0
76108,17140964,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,3.07,1.80E+13,1,120048726,558,55800,0.028931707,17140964,65181,17140964,0,0
76109,17140972,3/19/2008 0:00,3,270163,Governor Edmund G Brown California Aqueduct,3.688,1.80E+13,1,120048726,558,55800,0.038360201,17140972,65182,17140972,0,0
76224,17192796,3/19/2008 0:00,3, , ,5.524,1.80E+13,1,19778793,558,55800,0.05734595,17192796,65634,17192796,8475.1776,3510.4995
76225,17140910,3/19/2008 0:00,3, , ,5.983,1.80E+13,1,19778793,558,55800,0.059211719,17140910,65635,17140910,8527.7223,3563.0442
78274,17159324,3/19/2008 0:00,3,255518,Kings River,1.057,1.80E+13,1,17152370,558,55800,0.010695245,17159324,62788,17159324,4897.4067,4897.4067
78275,17159326,3/19/2008 0:00,3,255518,Kings River,1.268,1.80E+13,1,17152374,558,55800,0.011938221,17159326,62789,17159326,4900.0536,4900.0536
78283,17159356,3/19/2008 0:00,3,255518,Kings River,0.261,1.80E+13,1,17152360,558,55800,0.002804173,17159356,62797,17159356,4712.2434,4712.2434
78285,17159352,3/19/2008 0:00,3,255518,Kings River,0.579,1.80E+13,1,17152360,558,55800,0.005271701,17159352,62799,17159352,4712.1705,4712.1705
78290,17149660,3/19/2008 0:00,3,255518,Kings River,1.895,1.80E+13,1,22050155,558,55800,0.019443153,17149660,62804,17149660,4569.0822,4569.0822
78293,17149656,3/19/2008 0:00,3, , ,0.031,1.80E+13,1,22050155,558,55800,0.000299632,17149656,62807,17149656,41.8284,21.3408
78302,17149742,3/19/2008 0:00,3,255518,Kings River,0.957,1.80E+13,1,22050061,558,55800,0.009543885,17149742,62816,17149742,4406.778,4406.778
78303,17149646,3/19/2008 0:00,3,255518,Kings River,0.362,1.80E+13,1,22050061,558,55800,0.003550368,17149646,62817,17149646,4407.0804,4407.0804
78304,17149748,3/19/2008 0:00,3,255518,Kings River,0.434,1.80E+13,1,22050061,558,55800,0.004409125,17149748,62818,17149748,4406.1399,4406.1399
78305,17149636,3/19/2008 0:00,3,255518,Kings River,0.327,1.80E+13,1,22050061,558,55800,0.003479898,17149636,62819,17149636,4335.1047,4335.1047
78306,17149758,3/19/2008 0:00,3,255518,Kings River,0.06,1.80E+13,1,22050061,558,55800,0.000611348,17149758,62820,17149758,4333.8006,4333.8006
78307,17149630,3/19/2008 0:00,3,255518,Kings River,0.591,1.80E+13,1,22050061,558,55800,0.006534929,17149630,62821,17149630,4336.5753,4336.5753
78308,17149756,3/19/2008 0:00,3,255518,Kings River,0.621,1.80E+13,1,22050061,558,55800,0.006990039,17149756,62822,17149756,4336.3881,4336.3881
78309,17149628,3/19/2008 0:00,3,255518,Kings River,1.019,1.80E+13,1,22050061,558,55800,0.011194498,17149628,62823,17149628,4338.0603,4338.0603
78311,17149770,3/19/2008 0:00,3,255518,Kings River,1.977,1.80E+13,1,22050061,558,55800,0.020490347,17149770,62825,17149770,4004.3619,4004.3619
78312,17149772,3/19/2008 0:00,3,255518,Kings River,0.926,1.80E+13,1,22050061,558,55800,0.010338806,17149772,62826,17149772,4000.0608,4000.0608
78314,17149776,3/19/2008 0:00,3, , ,0.051,1.80E+13,1,22050061,558,55800,0.000480454,17149776,62828,17149776,4437.9666,30.8862
78362,17149744,3/19/2008 0:00,3, , ,0.05,1.80E+13,1,22050061,558,55800,0.000558591,17149744,62885,17149744,4406.3271,0.1872
78363,17149746,3/19/2008 0:00,3, , ,0.105,1.80E+13,1,22050061,558,55800,0.000974166,17149746,62886,17149746,4406.1399,0
78421,17149720,3/19/2008 0:00,3, , ,0.044,1.80E+13,1,22050155,558,55800,0.000430473,17149720,62913,17149720,4569.8661,0.2007
78423,17149722,3/19/2008 0:00,3, , ,0.198,1.80E+13,1,22050155,558,55800,0.001810225,17149722,62915,17149722,4569.7581,0.0927
78955,17159456,3/19/2008 0:00,3, , ,5.652,1.80E+13,1,17152470,558,55800,0.050591339,17159456,63019,17159456,5650.443,5650.3908
80499,17159328,3/19/2008 0:00,3, , ,0.072,1.80E+13,1,17152380,558,55800,0.000646442,17159328,63160,17159328,4900.3326,0.1368
80502,17149686,5/29/2008 0:00,3, , ,0.067,1.80E+13,1,22050155,558,55800,0.000744035,17149686,63163,17149686,4656.9411,0.0702
80503,17149684,5/29/2008 0:00,3, , ,0.056,1.80E+13,1,22050155,558,55800,0.000501343,17149684,63164,17149684,4656.8709,0
80505,17149726,5/29/2008 0:00,3, , ,0.015,1.80E+13,1,22050155,558,55800,0.000146679,17149726,63166,17149726,4569.8679,0.3978
80506,17149730,5/29/2008 0:00,3, , ,0.04,1.80E+13,1,22050155,558,55800,0.000417558,17149730,63167,17149730,4569.4701,0
80549,17149750,3/19/2008 0:00,3, , ,0.041,1.80E+13,1,22057135,558,55800,0.000450439,17149750,63210,17149750,4447.5066,0
80553,17149768,3/19/2008 0:00,3, , ,0.03,1.80E+13,1,22050155,558,55800,0.000280193,17149768,63214,17149768,4484.5938,32.7186
80557,17149648,3/19/2008 0:00,3, , ,0.042,1.80E+13,1,22050061,558,55800,0.000454271,17149648,63218,17149648,4407.0804,0
80559,17149642,3/19/2008 0:00,3, , ,0.187,1.80E+13,1,22050061,558,55800,0.001766586,17149642,63220,17149642,14.5773,14.5773
80561,17149622,3/19/2008 0:00,3, , ,0.054,1.80E+13,1,22050061,558,55800,0.000538842,17149622,63222,17149622,2.7027,2.7027
80562,17149624,3/19/2008 0:00,3, , ,0.042,1.80E+13,1,22050061,558,55800,0.000418398,17149624,63223,17149624,41.5746,41.5746
80567,17149762,5/29/2008 0:00,3, , ,0.051,1.80E+13,1,22050061,558,55800,0.000490251,17149762,63228,17149762,4333.8888,0.0882
80568,17149760,5/29/2008 0:00,3, , ,0.045,1.80E+13,1,22050061,558,55800,0.000508893,17149760,63229,17149760,4333.8006,0
80570,17149774,3/19/2008 0:00,3, , ,0.035,1.80E+13,1,22050061,558,55800,0.000310363,17149774,63231,17149774,1.323,1.323
80572,17149632,5/29/2008 0:00,3, , ,0.055,1.80E+13,1,22050061,558,55800,0.000568862,17149632,63233,17149632,4337.0622,0.6741
80573,17149634,5/29/2008 0:00,3, , ,0.063,1.80E+13,1,22050061,558,55800,0.000645643,17149634,63234,17149634,4336.3881,0
80575,17149712,5/29/2008 0:00,3, , ,0.213,1.80E+13,1,22050061,558,55800,0.002171051,17149712,63236,17149712,4438.8738,0.0144
80576,17149734,5/29/2008 0:00,3, , ,0.072,1.80E+13,1,22057135,558,55800,0.000791452,17149734,63237,17149734,4438.9377,0.0783
80580,17149714,3/19/2008 0:00,3, , ,0.029,1.80E+13,1,22050155,558,55800,0.000305203,17149714,63241,17149714,4569.3468,0.1215
80582,17149676,5/29/2008 0:00,3, , ,0.047,1.80E+13,1,22050155,558,55800,0.000520562,17149676,63243,17149676,4654.512,0
80583,17149680,5/29/2008 0:00,3, , ,0.045,1.80E+13,1,22050155,558,55800,0.000478439,17149680,63244,17149680,4655.1762,0.6642
80585,17149694,5/29/2008 0:00,3, , ,0.035,1.80E+13,1,22050155,558,55800,0.000389856,17149694,63246,17149694,4669.8327,0.0873
80586,17149690,5/29/2008 0:00,3, , ,0.042,1.80E+13,1,22050155,558,55800,0.000380017,17149690,63247,17149690,4669.7454,0
80588,17149702,5/29/2008 0:00,3, , ,0.03,1.80E+13,1,22050155,558,55800,0.000333989,17149702,63249,17149702,4672.2042,0.5589
80589,17149698,5/29/2008 0:00,3, , ,0.036,1.80E+13,1,22050155,558,55800,0.00033207,17149698,63250,17149698,4671.6453,0
80594,17159354,3/19/2008 0:00,3, , ,0.063,1.80E+13,1,17152360,558,55800,0.000582839,17159354,63255,17159354,4712.1705,0
80597,17159322,3/19/2008 0:00,3, , ,0.072,1.80E+13,1,17152360,558,55800,0.000693974,17159322,63258,17159322,4712.562,0.3915
80599,17159320,3/19/2008 0:00,3, , ,0.065,1.80E+13,1,17152360,558,55800,0.000605998,17159320,63260,17159320,0.8559,0.8559
80917,17159330,3/19/2008 0:00,3, , ,0.048,1.80E+13,1,17152380,558,55800,0.00047499,17159330,64911,17159330,4900.923,0
81320,17149652,3/19/2008 0:00,3,255518,Kings River,0.423,1.80E+13,1,22050061,558,55800,0.004433639,17149652,65237,17149652,4438.8594,4438.8594
81321,17149752,3/19/2008 0:00,3,255518,Kings River,0.171,1.80E+13,1,22057135,558,55800,0.001795236,17149752,65238,17149752,4439.0934,4439.0934
81322,17149710,3/19/2008 0:00,3,255518,Kings River,0.106,1.80E+13,1,22050061,558,55800,0.001196033,17149710,65239,17149710,4438.8981,4438.8981
81323,17192802,3/19/2008 0:00,3,255518,Kings River,1.472,1.80E+13,1,22057135,558,55800,0.014415418,17192802,65240,17192802,4447.5066,4447.5066
81324,17149732,3/19/2008 0:00,3,255518,Kings River,0.222,1.80E+13,1,22057135,558,55800,0.002085059,17149732,65241,17149732,4438.9494,4438.9494
81325,17149650,3/19/2008 0:00,3,255518,Kings River,0.81,1.80E+13,1,22050061,558,55800,0.007683605,17149650,65242,17149650,4407.7995,4407.7995
81326,17149740,3/19/2008 0:00,3,255518,Kings River,0.096,1.80E+13,1,22050061,558,55800,0.000861757,17149740,65243,17149740,4407.0867,4407.0867
81327,17149644,3/19/2008 0:00,3,255518,Kings River,0.262,1.80E+13,1,22050061,558,55800,0.002838712,17149644,65244,17149644,4390.8237,4390.8237
81328,17149738,3/19/2008 0:00,3, , ,2.13,1.80E+13,1,22050061,558,55800,0.021149673,17149738,65245,17149738,4391.3835,0.6012
81329,17149728,3/19/2008 0:00,3,255518,Kings River,0.244,1.80E+13,1,22050155,558,55800,0.002312055,17149728,65246,17149728,4569.4701,4569.4701
81330,17149668,3/19/2008 0:00,3,255518,Kings River,0.071,1.80E+13,1,22050155,558,55800,0.000668193,17149668,65247,17149668,4569.471,4569.471
81331,17149664,3/19/2008 0:00,3,255518,Kings River,0.246,1.80E+13,1,22050155,558,55800,0.002402567,17149664,65248,17149664,4569.1848,4569.1848
81332,17192798,3/19/2008 0:00,3,255518,Kings River,0.068,1.80E+13,1,22050155,558,55800,0.000684394,17192798,65249,17192798,4522.3452,4522.3452
81333,17149658,3/19/2008 0:00,3,255518,Kings River,1.777,1.80E+13,1,22050155,558,55800,0.01879775,17149658,65250,17149658,4522.3281,4522.3281
81372,17159358,3/19/2008 0:00,3,255518,Kings River,0.014,1.80E+13,1,17152360,558,55800,0.000151996,17159358,65301,17159358,4712.6349,4712.6349
81373,17159362,3/19/2008 0:00,3,255518,Kings River,0.236,1.80E+13,1,17152380,558,55800,0.002639707,17159362,65302,17159362,4900.7016,4900.7016
81374,17159332,3/19/2008 0:00,3,255518,Kings River,0.37,1.80E+13,1,17152380,558,55800,0.004064061,17159332,65303,17159332,4900.923,4900.923
81376,17159364,3/19/2008 0:00,3,255518,Kings River,0.017,1.80E+13,1,17152380,558,55800,0.000193933,17159364,65305,17159364,4900.2687,4900.2687
81430,17149666,3/19/2008 0:00,3, , ,0.036,1.80E+13,1,22050155,558,55800,0.000400746,17149666,65463,17149666,4569.2325,0.1503
81434,17159336,3/19/2008 0:00,3,255518,Kings River,0.564,1.80E+13,1,17152380,558,55800,0.006173804,17159336,65472,17159336,4901.0805,4901.0805
81443,17159318,3/19/2008 0:00,3,255518,Kings River,0.055,1.80E+13,1,17152360,558,55800,0.000606762,17159318,65507,17159318,4713.5475,4713.5475
81444,17149696,3/19/2008 0:00,3,255518,Kings River,0.757,1.80E+13,1,22050155,558,55800,0.007975033,17149696,65508,17149696,4671.6453,4671.6453
81447,17149692,3/19/2008 0:00,3,255518,Kings River,0.237,1.80E+13,1,22050155,558,55800,0.002416054,17149692,65511,17149692,4669.8858,4669.8858
81448,17149700,3/19/2008 0:00,3,255518,Kings River,0.707,1.80E+13,1,22050155,558,55800,0.007187855,17149700,65512,17149700,4676.1462,4676.1462
81449,17192800,3/19/2008 0:00,3,255518,Kings River,2.848,1.80E+13,1,22050155,558,55800,0.028852412,17192800,65513,17192800,4669.7454,4669.7454
81450,17149674,3/19/2008 0:00,3,255518,Kings River,0.805,1.80E+13,1,22050155,558,55800,0.007503936,17149674,65514,17149674,4654.512,4654.512
81451,17149682,3/19/2008 0:00,3,255518,Kings River,1.435,1.80E+13,1,22050155,558,55800,0.013400228,17149682,65515,17149682,4656.8709,4656.8709
81452,17149688,3/19/2008 0:00,3,255518,Kings River,0.328,1.80E+13,1,22050155,558,55800,0.003155231,17149688,65516,17149688,4657.1103,4657.1103
81453,17149678,3/19/2008 0:00,3,255518,Kings River,0.258,1.80E+13,1,22050155,558,55800,0.002394568,17149678,65517,17149678,4654.6128,4654.6128
81454,17149704,3/19/2008 0:00,3,255518,Kings River,2.336,1.80E+13,1,22050155,558,55800,0.021578715,17149704,65518,17149704,4692.9816,4692.9816
81455,17149764,3/19/2008 0:00,3,255518,Kings River,7.511,1.80E+13,1,22050155,558,55800,0.074802078,17149764,65519,17149764,4710.2472,4710.2472
81456,17149716,3/19/2008 0:00,3,255518,Kings River,0.185,1.80E+13,1,22050155,558,55800,0.001653759,17149716,65520,17149716,4569.6654,4569.6654
81457,17149672,3/19/2008 0:00,3,255518,Kings River,2.972,1.80E+13,1,22050155,558,55800,0.029045996,17149672,65521,17149672,4573.1313,4573.1313
81458,17149724,3/19/2008 0:00,3,255518,Kings River,0.079,1.80E+13,1,22050155,558,55800,0.000801498,17149724,65522,17149724,4569.6708,4569.6708
81459,17149718,3/19/2008 0:00,3,255518,Kings River,0.309,1.80E+13,1,22050155,558,55800,0.002827595,17149718,65523,17149718,4570.7256,4570.7256
81461,17149654,3/19/2008 0:00,3,255518,Kings River,0.681,1.80E+13,1,22057135,558,55800,0.007186433,17149654,65525,17149654,4447.7712,4447.7712
81462,17149626,3/19/2008 0:00,3,255518,Kings River,0.27,1.80E+13,1,22050061,558,55800,0.002971904,17149626,65526,17149626,4379.7267,4379.7267
81463,948030214,3/19/2008 0:00,3,255518,Kings River,1.963,1.80E+13,1,22050061,558,55800,0.018792922,948030214,65527,948030214,4384.6614,4384.6614
81464,17149754,3/19/2008 0:00,3,255518,Kings River,2.218,1.80E+13,1,22050061,558,55800,0.02323193,17149754,65528,17149754,4390.7823,4390.7823
81465,948030215,3/19/2008 0:00,3,255518,Kings River,1.191,1.80E+13,1,22050061,558,55800,0.012373922,948030215,65529,948030215,4389.7059,4389.7059
81573,17149766,3/19/2008 0:00,3,255518,Kings River,0.335,1.80E+13,1,22050155,558,55800,0.003739905,17149766,65575,17149766,4487.9823,4487.9823
81578,17149662,3/19/2008 0:00,3, , ,0.042,1.80E+13,1,22050155,558,55800,0.000381018,17149662,65580,17149662,4569.0822,0
81580,17149670,3/19/2008 0:00,3, , ,0.067,1.80E+13,1,22050155,558,55800,0.000608566,17149670,65582,17149670,80.4924,80.4924
81583,17159334,3/19/2008 0:00,3, , ,0.022,1.80E+13,1,17152380,558,55800,0.000226206,17159334,65587,17159334,4900.5864,0.3753
81674,948030211,11/8/1999 0:00,3, , ,0.039,1.80E+13,1,22050061,558,55800,0.000415941,948030211,65712,948030211,1.5111,1.5111
81827,14907271,3/19/2008 0:00,3,267009,Mill Creek,0.116,1.80E+13,1,22050061,558,55800,0.00128136,14907271,59317,14907271,329.4324,329.4324
82688,19791989,11/8/1999 0:00,3,273488,San Joaquin River,2.393,1.80E+13,1,22050049,558,55800,0.024405763,19791989,65743,19791989,4665.3219,4642.3035
82693,19791999,10/5/2000 0:00,3,273488,San Joaquin River,10.744,1.80E+13,1,22050049,558,55800,0.113931168,19791999,65748,19791999,4662.1035,4639.0851
82694,19792001,10/5/2000 0:00,3,273488,San Joaquin River,6.776,1.80E+13,1,22050049,558,55800,0.069680781,19792001,65749,19792001,4641.147,4618.1286
82699,19791997,11/8/1999 0:00,3,273488,San Joaquin River,0.076,1.80E+13,1,22050049,558,55800,0.000855586,19791997,65754,19791997,4620.4227,4597.4043
82702,19791991,11/8/1999 0:00,3,273488,San Joaquin River,3.283,1.80E+13,1,22057175,558,55800,0.032589972,19791991,65757,19791991,4610.3436,4587.3252
82703,19791965,10/5/2000 0:00,3,273488,San Joaquin River,1.111,1.80E+13,1,22050033,558,55800,0.010371065,19791965,65758,19791965,4385.7594,4362.741
82704,19797473,10/5/2000 0:00,3,273488,San Joaquin River,0.205,1.80E+13,1,22050033,558,55800,0.001918827,19797473,65759,19797473,4363.3548,4340.3364
82705,19792047,10/5/2000 0:00,3,273488,San Joaquin River,4.523,1.80E+13,1,22050033,558,55800,0.044003236,19792047,65760,19792047,4362.4251,4339.4067
82706,19797475,10/5/2000 0:00,3,273488,San Joaquin River,1.03,1.80E+13,1,22050033,558,55800,0.010715408,19797475,65761,19797475,4365.1791,4342.1607
84009,19791975,11/8/1999 0:00,3, , ,1.36,1.80E+13,1,22057175,558,55800,0.01315218,19791975,66107,19791975,4577.0967,4.0707
84011,19791971,11/8/1999 0:00,3, , ,0.093,1.80E+13,1,22050033,558,55800,0.001019797,19791971,66109,19791971,4573.026,0
84013,19792045,11/8/1999 0:00,3, , ,0.047,1.80E+13,1,22050033,558,55800,0.000437419,19792045,66111,19792045,4573.6533,0.1728
84016,19792049,11/8/1999 0:00,3, , ,0.035,1.80E+13,1,22050033,558,55800,0.000315849,19792049,66114,19792049,19.2402,19.2402
84031,19792051,5/29/2008 0:00,3, , ,0.053,1.80E+13,1,22050033,558,55800,0.000591406,19792051,66129,19792051,1.494,1.494
84033,19792053,11/8/1999 0:00,3, , ,0.035,1.80E+13,1,22050033,558,55800,0.000340571,19792053,66131,19792053,0.8262,0.8262
84037,19791957,11/8/1999 0:00,3, , ,0.045,1.80E+13,1,22050033,558,55800,0.000439887,19791957,66135,19791957,3.3867,3.3867
84040,19791953,11/8/1999 0:00,3, , ,0.042,1.80E+13,1,22050033,558,55800,0.000464771,19791953,66138,19791953,4342.6107,1.8954
84042,19791949,11/8/1999 0:00,3, , ,0.171,1.80E+13,1,22050033,558,55800,0.001637349,19791949,66140,19791949,4340.7954,0.0801
84046,19791967,11/8/1999 0:00,3, , ,0.052,1.80E+13,1,22050033,558,55800,0.000567908,19791967,66144,19791967,186.8265,186.8265
84069,19792031,11/8/1999 0:00,3, , ,0.033,1.80E+13,1,22050049,558,55800,0.000330515,19792031,66167,19792031,0.2907,0.2907
84070,19792025,11/8/1999 0:00,3, , ,0.05,1.80E+13,1,22050049,558,55800,0.000526862,19792025,66168,19792025,0.639,0
84071,19792019,11/8/1999 0:00,3, , ,0.033,1.80E+13,1,22050049,558,55800,0.00029864,19792019,66169,19792019,0.6813,0.0423
84074,19792015,11/8/1999 0:00,3, , ,0.051,1.80E+13,1,22050049,558,55800,0.000567887,19792015,66172,19792015,0.7461,0
84075,19792007,11/8/1999 0:00,3, , ,0.023,1.80E+13,1,22050049,558,55800,0.000215947,19792007,66173,19792007,0.9801,0.234
